CrashReportId,ReportNumber,CrashDate,CrashTime,TypeOfCollision,Collision Type,StreetOrHighway,NearestIntersection,Officer,Badge,ReportDate,TypeOfRoadway,RoadSurfaceCondition,LightCondition,WeatherCondition,MannerofImpact,HitAndRun,TrafficControl,PersonCount,InjuryCount,MostSeriousInjury,NumberofVehicles,NumberOfLanes,Latitude,Longitude
925099,2025-00042351,2025-06-06,4:04:00 PM,Vehicle - Vehicle,,point street,eddy street,Matthew Marwell,639,2025-06-10,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,2,0,No Injury,2,2,,
925094,2025-00042404,2025-06-06,6:38:00 PM,Vehicle - Vehicle,,Glenbridge,Saxe St,Conor Fleurant,171,2025-06-10,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,2,,
924954,2025-00042016,2025-06-06,3:42:00 PM,Vehicle - Vehicle,,Broad st,SERVICE ROAD 8,Cassidy Simanski,132,2025-06-05,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",Traffic Control Signal,1,0,No Injury,2,,41.81796,-71.41629
924959,2025-00042178,2025-06-06,12:12:00 AM,Vehicle - Vehicle,,CHALKSTONE AVE,RIVER AVE,Jephte Wagnac,141,2025-06-06,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,2,,41.83258,-71.43854
925181,2025-00042030,2025-06-05,5:00:00 PM,Vehicle - Vehicle,,661 Broadway ave,,Conor Fleurant,171,2025-06-13,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,2,,,
924960,2025-00041887,2025-06-05,7:38:00 AM,Vehicle - Vehicle,,ELMWOOD AVE,ELMWOOD AVE,Yeisua Jimenez,672,2025-06-06,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,4,0,No Injury,2,,41.8036,-71.4257
924961,2025-00042152,2025-06-05,10:53:00 PM,Vehicle - Parked Vehicle,,EDDY ST,BYFIELD ST,Dondre Dacosta,662,2025-06-06,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.79719,-71.40508
924962,2025-00042143,2025-06-05,10:19:00 PM,Vehicle - Parked Vehicle,,VALLEY STREET,DEAN ST,Saramarie Cerullo,151,2025-06-06,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,4,0,No Injury,2,,41.83139,-71.42848
924952,2025-00042034,2025-06-05,4:43:00 PM,Vehicle - Parked Vehicle,,NEW YORK AVE,VIRGINIA AVE,Nicholas Manfredi,343,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,0,No Injury,2,,41.79026,-71.40064
924934,2025-00041971,2025-06-05,12:46:00 PM,Vehicle - Parked Vehicle,,superior street,CRANSTON ST,Brad McParlin,395,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.81042,-71.43262
924935,2025-00042942,2025-06-05,10:53:00 AM,Vehicle - Vehicle,,BROADWAY,KNIGHT ST,Brad McParlin,395,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Cloudy,Rear - to - Side,No,No Controls,2,0,No Injury,2,,41.8198,-71.42936
924936,2025-00041903,2025-06-05,8:52:00 AM,Vehicle - Vehicle,,CAMP ST,ABBOTT ST,Yesenia Caba,549,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,5,0,No Injury,2,,41.84305,-71.40248
924937,2025-00041932,2025-06-05,10:11:00 AM,Vehicle - Parked Vehicle,,1 ORMS ST,STATE ST,Yesenia Caba,549,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.83484,-71.41297
924938,2025-00041941,2025-06-05,10:57:00 AM,Vehicle - Parked Vehicle,,CHALKSTONE AVE,FALLON AVE,Jason Dennis,392,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,2,0,No Injury,2,,41.83233,-71.44318
924939,2025-00041982,2025-06-05,1:11:00 PM,Vehicle - Pedestrian,Pedestrian,BROAD ST,JILLSON ST,Raleek Byfield,375,2025-06-05,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, M/V and Driver Left Scene",Unknown,2,1,Non-Incapacitating,1,,41.79103,-71.40589
924940,2025-00041944,2025-06-05,11:09:00 AM,Vehicle - Vehicle,,Broad St,PENNSYLVANIA AVE,Luis Garcia Colon,128,2025-06-05,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Head-On (Front - to - Front),No,No Controls,4,0,No Injury,2,,41.79745,-71.41374
924941,2025-00042012,2025-06-05,3:29:00 PM,Vehicle - Vehicle,,BUCKLIN ST,REDWING ST,Tyler Calandra,418,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,8,7,Complains Of Pain,2,,41.79919,-71.42773
924942,2025-00041966,2025-06-05,12:38:00 PM,Vehicle - Pedestrian,Bicycle,TOCKWOTTON ST,S MAIN ST,Atanael Lara,129,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Stop Signs,3,1,Complains Of Pain,1,,41.81692,-71.4001
924945,2025-00041967,2025-06-05,12:41:00 PM,Vehicle - Vehicle,,MOUNT PLEASANT AVE,CATHEDRAL AVE,Michael Camardo,357,2025-06-05,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.83964,-71.45197
924949,2025-00036928,2025-06-05,3:20:00 PM,Vehicle - Vehicle,,CARR ST,CACTUS ST,Kyle Ludovici,390,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,0,No Injury,2,,41.78867,-71.40613
924950,2025-00042022,2025-06-05,3:59:00 PM,Vehicle - Object,,NORTH MAIN STREET,DOYLE AVE,Manuel Tueros,621,2025-06-05,One-Way Trafficway,Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,1,0,No Injury,1,,41.83823,-71.40925
924920,2025-00041866,2025-06-05,5:11:00 AM,Vehicle - Parked Vehicle,,117 MOWRY ST,COGGESHALL ST,M. Suarez,689,2025-06-05,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.84445,-71.42492
924927,2025-00041895,2025-06-05,8:08:00 AM,Vehicle - Vehicle,,SMITHFIELD AVE,SMITHFIELD AVE,John Benros,481,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,4,0,No Injury,2,,41.85741,-71.41083
924928,2025-00041951,2025-06-05,11:38:00 AM,Vehicle - Vehicle,,DUDLEY ST,CULVER ST,Ptlm. Labutti,104,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear - to - Side,No,No Controls,4,0,No Injury,2,,41.81045,-71.40969
924929,2025-00041893,2025-06-05,8:03:00 AM,Vehicle - Vehicle,,WESTMINSTER STREET,CAHIR ST,Hildenise Espanol,137,2025-06-05,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,Traffic Control Signal,3,0,No Injury,2,,41.81806,-71.42053
924930,2025-00041920,2025-06-05,9:48:00 AM,Vehicle - Vehicle,,SMITHFIELD AVENUE,COLLEYER STREET,Joseph Madeira,552,2025-06-05,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,2,1,Non-Incapacitating,2,4,41.82804,-71.41829
924924,2025-00041900,2025-06-05,8:47:00 AM,Vehicle - Vehicle,,SPRAGUE ST,DEXTER ST,M. Suarez,689,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Stop Signs,4,0,No Injury,2,,41.80974,-71.42832
924932,2025-00041693,2025-06-05,11:50:00 AM,Vehicle - Parked Vehicle,,ATLANTIC AVE,HAMILTON ST,Ptlm. Labutti,104,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.79805,-71.42046
924958,2025-00042098,2025-06-05,7:51:00 PM,Vehicle - Vehicle,,N MAIN ST,N MAIN ST,Kyle Endres,74,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,7,0,No Injury,2,,41.84216,-71.40788
925051,2025-00043245,2025-06-05,12:15:00 PM,Vehicle - Parked Vehicle,,25 HOPPIN ST,,Quincy Griffin,970,2025-06-09,Unknown,Dry,Daylight,Clear,Unknown,No,No Controls,3,0,Unknown,2,,,
924989,2025-00042040,2025-06-05,5:02:00 PM,Vehicle - Vehicle,,BLACKSTONE BLVD,ROCHAMBEAU AVE,Patrick Hourahan,243,2025-06-06,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,Stop Signs,4,0,No Injury,2,,41.84621,-71.38727
924982,2025-00042293,2025-06-05,7:00:00 PM,Vehicle - Vehicle,,VEAZIE ST,LOVEDAY ST,Jason Clancy,999,2025-06-06,"Two-Way , Not Divided",Dry,Dusk,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,41.84832,-71.43308
924956,2025-00042078,2025-06-05,6:46:00 PM,Vehicle - Vehicle,,FEDERAL ST,WEEDEN ST,Lane,109,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,3,0,No Injury,2,,41.82238,-71.42454
924968,2025-00041994,2025-06-05,1:52:00 PM,Vehicle - Vehicle,,RIVER AVE,DOUGLAS AVE,Christopher Hines,537,2025-06-06,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,No,No Controls,2,0,No Injury,2,,41.85275,-71.43714
924993,2025-00042075,2025-06-05,6:36:00 PM,Vehicle - Pedestrian,Pedestrian,HOPE ST,KEENE ST,Ruben Morales,685,2025-06-06,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,2,0,Unknown,2,,41.83229,-71.40039
924974,2025-00041904,2025-06-05,8:15:00 AM,Vehicle - Vehicle,,HARTFORD AVE,ETNA ST,Jason Clancy,999,2025-06-06,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",Unknown,2,0,Unknown,2,,41.81735,-71.45074
925503,2025-00048189,2025-06-04,9:48:00 AM,Vehicle - Vehicle,,LOCKWOOD,,Jason Clancy,999,2025-06-25,Unknown,Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,,
924997,2025-00041720,2025-06-04,5:01:00 PM,Vehicle - Vehicle,,39 Linwood ave,,Conor Fleurant,171,2025-06-06,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear - to - Side,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,2,,
925028,2025-00041695,2025-06-04,3:36:00 PM,Vehicle - Vehicle,,PUBLIC ST,I 95 N,Jose Cortorreal,604,2025-06-08,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,1,Complains Of Pain,2,,41.80821,-71.40371
925057,2025-00041563,2025-06-04,7:07:00 AM,Vehicle - Vehicle,,EXCHANGE TER,FRANCIS ST,Michael Baldassare,568,2025-06-09,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,,41.82503,-71.4148
924926,2025-00041584,2025-06-04,8:41:00 AM,Vehicle - Vehicle,,SMITHFIELD AVE,SMITHFIELD AVE,John Benros,481,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.8574,-71.41083
924931,2025-00041715,2025-06-04,4:47:00 PM,Vehicle - Parked Vehicle,,SILVER SPRING ST,COMMODORE ST,Southavout Im,382,2025-06-05,Unknown,Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.84572,-71.41748
924921,2025-00041616,2025-06-04,10:22:00 AM,Vehicle - Vehicle,,GREENWICH ST,BUCKLIN ST,Angel Garcia,656,2025-06-05,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Head-On (Front - to - Front),No,Traffic Control Signal,2,0,No Injury,2,,41.80237,-71.42608
924919,2025-00041816,2025-06-04,11:19:00 PM,Vehicle - Parked Vehicle,,LEDGE ST,PETER ST,Johusua Nazario Feliz,142,2025-06-05,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sidwswipe, Opposite Direction",No,No Controls,2,0,No Injury,2,,41.85372,-71.41838
924893,2025-00041581,2025-06-04,8:36:00 AM,Vehicle - Pedestrian,Pedestrian,Butler Dr,BLACKSTONE BLVD,Michael Gammino,491,2025-06-04,"Two-Way, Not Divided With a Continuous Left Turn Lane",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction","Yes, M/V and Driver Left Scene",No Controls,2,1,Complains Of Pain,1,,41.84616,-71.38673
924916,2025-00041755,2025-06-04,6:47:00 PM,Vehicle - Vehicle,,BUCKLIN ST,HAWTHORNE ST,Jeffrey Gagnon,317,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),"Yes, M/V and Driver Left Scene",Stop Signs,1,1,Complains Of Pain,2,,41.80097,-71.42778
924917,2025-00041791,2025-06-04,9:24:00 PM,Vehicle - Parked Vehicle,,WICKENDEN ST,BENEFIT ST,Kelsey Woodbine,633,2025-06-04,"Two-Way , Not Divided",Dry,Dark - Lighted,Clear,"Sidwswipe, Opposite Direction",No,No Controls,3,0,No Injury,2,,41.81906,-71.40046
924953,2025-00041682,2025-06-04,3:04:00 PM,Vehicle - Vehicle,,PEACE ST,BUCKLIN ST,Matthew Sandorse,508,2025-06-05,"Two-Way , Not Divided",Wet,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,Yield Signs,4,0,No Injury,2,,41.80655,-71.42495
924955,2025-00041799,2025-06-04,10:02:00 PM,Vehicle - Vehicle,,WASHINGTON ST,EMPIRE ST,Cassidy Simanski,132,2025-06-05,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Dark - Unknown Lighting,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.82176,-71.41654
924884,2025-00041580,2025-06-04,8:02:00 AM,Vehicle - Vehicle,,STATE HWY 10 S,UNION AVE,Manuel Vlaun,551,2025-06-04,"Two-Way, Divided, Positive Median Barrier",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,3,0,No Injury,2,,41.8086,-71.44082
924886,2025-00041588,2025-06-04,8:53:00 AM,Vehicle - Pedestrian,Pedestrian,HOLLYWOOD RD,PARADE ST,Ptlm. Castagliuolo,351,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Pavement Markings,2,1,Complains Of Pain,1,,41.81577,-71.43307
924890,2025-00041596,2025-06-04,8:55:00 AM,Vehicle - Vehicle,,THURBERS AVE,ALLENS AVE,Thomas Jones,160,2025-06-04,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Yield Signs,4,2,Complains Of Pain,2,,41.8013,-71.40082
924895,2025-00041602,2025-06-04,9:35:00 AM,Vehicle - Vehicle,,Valley Street,EAGLE ST,Ybelis Gonzalez,376,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",Traffic Control Signal,4,0,No Injury,2,,41.82742,-71.43638
924896,2025-00041611,2025-06-04,10:12:00 AM,Vehicle - Object,,EDDY ST,ERNEST ST,Raleek Byfield,375,2025-06-04,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,1,1,Incapacitating,1,,41.79512,-71.40451
924897,2025-00041579,2025-06-04,8:04:00 AM,Vehicle - Parked Vehicle,,EMMETT ST,BEACON AVE,Angel Garcia,656,2025-06-04,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.81415,-71.41398
924898,2025-00041617,2025-06-04,10:23:00 AM,Vehicle - Vehicle,,Broad Street,SERVICE ROAD 7,Igor Barbosa,114,2025-06-04,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Cloudy,"Sideswipe, Same Direction",No,Traffic Control Signal,2,0,No Injury,2,,41.81736,-71.41696
924899,2025-00041641,2025-06-04,11:52:00 AM,Vehicle - Vehicle,,SALINA ST,GLASGOW ST,Christopher Hines,537,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,4,0,No Injury,2,,41.84742,-71.42517
924900,2025-00041660,2025-06-04,1:19:00 PM,Vehicle - Vehicle,,MANTON AVE,OLNEYVILLE SQ,Joel Ikuejamofo,143,2025-06-04,One-Way Trafficway,Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,Traffic Control Signal,4,0,No Injury,2,,41.81713,-71.44362
924901,2025-00041630,2025-06-04,11:29:00 AM,Vehicle - Parked Vehicle,,WESTMINSTER ST,EDDY ST,Michael Baldassare,568,2025-06-04,One-Way Trafficway,Dry,Daylight,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,2,0,No Injury,2,,41.82312,-71.4123
924904,2025-00041658,2025-06-04,1:22:00 PM,Vehicle - Pedestrian,Scooter,BRANCH AVE,OLMSTEAD WAY,Ptlm. Castagliuolo,351,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,2,1,Non-Incapacitating,1,,41.8539,-71.42974
924905,2025-00041684,2025-06-04,3:05:00 PM,Vehicle - Vehicle,,CHALKSTONE AVE,MOUNT PLEASANT AVE,Jessenia Montano,149,2025-06-04,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,4,0,No Injury,3,,41.83266,-71.45018
924906,2025-00041699,2025-06-04,3:42:00 PM,Vehicle - Vehicle,,CLYM ST,ADMIRAL ST,Atanael Lara,129,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear - to - Side,No,No Controls,2,0,No Injury,2,,41.84418,-71.42372
924910,2025-00041680,2025-06-04,2:48:00 PM,Vehicle - Parked Vehicle,,EDDY ST,OHIO AVE,Nicholas Manfredi,343,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,No Controls,3,0,No Injury,2,,41.78875,-71.40273
924911,2025-00041712,2025-06-04,3:17:00 PM,Vehicle - Parked Vehicle,,ANGELL ST,BROOK ST,Kelsey Woodbine,633,2025-06-04,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,2,1,41.82817,-71.39983
924912,2025-00041722,2025-06-04,5:14:00 PM,Vehicle - Parked Vehicle,,WAYLAND AVE,S ANGELL ST,Vincent Pazzetta,641,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Unknown,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.82967,-71.38807
924913,2025-00041727,2025-06-04,5:18:00 PM,Vehicle - Vehicle,,NORTH MAIN STREET,DOYLE AVE,Manuel Tueros,621,2025-06-04,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,3,0,No Injury,2,,41.83833,-71.40923
924914,2025-00041735,2025-06-04,5:29:00 PM,Vehicle - Parked Vehicle,,37 Berkshire St,MARCH ST,David Palumbo,106,2025-06-04,Unknown,Dry,Daylight,Clear,Rear - to - Rear,"Yes, M/V and Driver Left Scene",No Controls,1,0,Unknown,2,,41.84258,-71.42617
924734,2025-00041737,2025-06-04,6:01:00 PM,Vehicle - Vehicle,,NELLIE ST,SMITHFIELD AVE,Ptlm. Labutti,104,2025-05-29,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,3,0,No Injury,2,,41.85737,-71.41083
924891,2025-00041393,2025-06-03,3:30:00 PM,Vehicle - Vehicle,,WESTMINSTER ST,,Jason Clancy,999,2025-06-04,Unknown,Dry,Daylight,Clear,Rear End(Front-to-Rear),"Yes, M/V and Driver Left Scene",Unknown,1,0,Unknown,2,,,
924892,2025-00041321,2025-06-03,12:08:00 PM,Vehicle - Vehicle,,RAYMOND ST,CHALKSTONE AVE,Christopher Hines,537,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,Traffic Control Signal,4,1,Complains Of Pain,2,,41.83415,-71.43023
924879,2025-00041452,2025-06-03,7:42:00 PM,Vehicle - Vehicle,,GREENWOOD ST,ATWELLS AVE,Jessenia Montano,149,2025-06-03,"Two-Way, Divided, Unprotected (painted>4feet) Medium",Dry,Daylight,Clear,Angle (Front - to - Side) Opposite Direction,No,Stop Signs,11,1,Complains Of Pain,2,,41.82513,-71.45154
924880,2025-00041493,2025-06-03,10:08:00 PM,Vehicle - Object,,PROMENADE ST,HOLDEN ST,Ralph Abenante,511,2025-06-03,One-Way Trafficway,Dry,Dark - Lighted,Clear,Not a Collision Between Two Motor Vehicles in Transport,"Yes, Driver Left Scene",No Controls,1,0,Unknown,1,,41.82851,-71.42002
924882,2025-00041515,2025-06-03,11:34:00 PM,Vehicle - Vehicle,,BELLEVUE AVENUE,DEXTER ST,Angel Garcia,656,2025-06-04,Unknown,Dry,Dark - Lighted,Clear,Angle (Front - to - Side) Same Direction,"Yes, M/V and Driver Left Scene",No Controls,3,0,No Injury,2,,41.80777,-71.42992
924869,2025-00041292,2025-06-03,10:15:00 AM,Vehicle - Vehicle,,MANTON AVE,Sansouchi DR,Joel Ikuejamofo,143,2025-06-03,One-Way Trafficway,Dry,Daylight,Clear,Rear End(Front-to-Rear),No,Traffic Control Signal,2,0,No Injury,2,,41.81713,-71.44362
924870,2025-00041324,2025-06-03,12:20:00 PM,Vehicle - Vehicle,,CHALKSTONE AVE,FALLON AVE,Jason Dennis,392,2025-06-03,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sidwswipe, Opposite Direction",No,Stop Signs,3,0,No Injury,2,,41.83233,-71.44335
924871,2025-00041334,2025-06-03,12:59:00 PM,Vehicle - Vehicle,,BROADWAY,ATWELLS AVE,Michael Baldassare,568,2025-06-03,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction","Yes, M/V and Driver Left Scene",No Controls,1,0,No Injury,2,,41.82249,-71.41854
924873,2025-00041352,2025-06-03,1:20:00 PM,Vehicle - Vehicle,,MANTON AVE,,Jason Clancy,999,2025-06-03,Unknown,Dry,Daylight,Clear,Rear - to - Rear,No,Unknown,2,0,Unknown,2,,,
924874,2025-00041360,2025-06-03,2:49:00 PM,Vehicle - Pedestrian,Pedestrian,CANTON ST,ANDEM ST,Atanael Lara,129,2025-06-03,"Two-Way , Not Divided",Dry,Daylight,Clear,Other,No,Stop Signs,2,0,No Injury,1,,41.8304,-71.44217
924875,2025-00041389,2025-06-03,4:31:00 PM,Vehicle - Parked Vehicle,,HOLDEN ST,W PARK ST,Palumbo,106,2025-06-03,"Two-Way , Not Divided",Dry,Daylight,Clear,"Sideswipe, Same Direction",No,No Controls,3,0,No Injury,2,,41.83069,-71.41889
924876,2025-00041370,2025-06-03,2:00:00 PM,Vehicle - Vehicle,,ELMCREST AVE,MOUNT PLEASANT AVE,Robert Gaudiana,579,2025-06-03,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,4,0,No Injury,2,,41.84757,-71.45549
924918,2025-00041432,2025-06-03,6:05:00 PM,Vehicle - Parked Vehicle,,OXFORD ST,MINER ST,Jose Cortorreal,604,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,2,0,No Injury,2,,41.80192,-71.41165
924894,2025-00041424,2025-06-03,5:43:00 PM,Vehicle - Vehicle,,MAGNAN RD,HUNTINGTON AVE,Andrew Mitura,605,2025-06-04,"Two-Way , Not Divided",Dry,Daylight,Clear,Angle (Front - to - Side) Right Angle (Includes Broadside),No,No Controls,2,0,No Injury,2,,41.80257,-71.43689
925319,2025-00041064,2025-06-02,1:58:00 PM,Vehicle - Pedestrian,Bicycle,BROAD ST,SERVICE ROAD 7,Gustavo Genao,135,2025-06-19,"Two-Way , Not Divided",Dry,Daylight,Clear,Not a Collision Between Two Motor Vehicles in Transport,No,Traffic Control Signal,3,0,No Injury,1,,41.81736,-71.41696
924922,2025-00041028,2025-06-02,11:59:00 AM,Vehicle - Vehicle,,NORTH MAIN ST,N MAIN ST,Yesenia Caba,549,2025-06-05,"Two-Way , Not Divided",Dry,Daylight,Clear,Rear End(Front-to-Rear),No,No Controls,4,1,Complains Of Pain,2,,41.83764,-71.40971
924881,2025-00040919,2025-06-02,12:35:00 AM,Vehicle - Parked Vehicle,,ATWELLS AVE,DEAN ST,Lucas Ramalho,507,2025-06-04,"Two-Way , Not Divided",Dry,Dark - Lighted,Cloudy,Rear End(Front-to-Rear),No,No Controls,4,0,No Injury,2,,41.82338,-71.42408
